,mikata_inochi,teki_inochi
0,82.64510047188466,17.354899528115332
1,89.53892552840566,10.461074471594339
2,90.02214873728964,9.977851262710354
3,90.02214873728964,9.977851262710354
4,90.02214873728964,9.977851262710354
5,78.49172717373607,21.508272826263926
6,79.47494271512834,20.525057284871668
7,72.27255272496298,27.727447275037022
8,72.27255272496298,27.727447275037022
9,66.3820542670368,33.61794573296319
10,64.58557086873525,35.41442913126476
11,64.8000696015648,35.1999303984352
12,65.27401303453428,34.72598696546572
13,66.01694608174702,33.98305391825297
14,66.01694608174702,33.98305391825297
15,66.01694608174702,33.98305391825297
16,66.01694608174702,33.98305391825297
17,76.17204809291707,23.827951907082934
18,71.80794264189574,28.19205735810426
19,70.36711350971349,29.632886490286516
20,70.36711350971349,29.632886490286516
21,70.36711350971349,29.632886490286516
22,70.36711350971349,29.632886490286516
23,77.02094322073692,22.979056779263068
24,76.52781055627524,23.472189443724762
25,75.92328576339816,24.076714236601838
26,76.43118474875442,23.568815251245585
27,76.43118474875442,23.568815251245585
28,76.87448489417415,23.125515105825855
29,80.18904552958173,19.81095447041826
30,80.18904552958173,19.81095447041826
31,80.14527906178536,19.854720938214637
32,83.14856545643256,16.851434543567436
33,82.30209398715412,17.697906012845884
34,81.4775074815786,18.522492518421398
35,80.81242134361177,19.187578656388222
36,78.22308445851247,21.776915541487526
37,78.22308445851247,21.776915541487526
38,76.3555960976936,23.644403902306394
39,76.3555960976936,23.644403902306394
40,76.3555960976936,23.644403902306394
41,83.3030983723628,16.696901627637196
42,82.44248861189428,17.557511388105723
43,81.6813948560081,18.318605143991903
44,81.8365849082735,18.16341509172651
45,86.42889809081686,13.571101909183138
46,85.4967238183001,14.503276181699906
47,84.76103869428405,15.238961305715945
48,83.0086006469606,16.991399353039398
49,83.0086006469606,16.991399353039398
50,80.95049364071639,19.04950635928361
51,80.95049364071639,19.04950635928361
52,79.86202155987127,20.137978440128727
53,79.3198367619154,20.680163238084607
54,78.73955557039893,21.260444429601062
55,78.73955557039893,21.260444429601062
56,78.73955557039893,21.260444429601062
57,78.35440702023436,21.64559297976564
58,83.05184954578137,16.94815045421864
59,83.09222702870623,16.907772971293767
60,83.02602942880469,16.97397057119531
61,81.98005101605548,18.019948983944513
62,81.71107723157489,18.288922768425113
63,81.8111639776194,18.1888360223806
64,81.87117165080348,18.128828349196525
65,81.87355846624706,18.126441533752942
66,81.99816042922133,18.00183957077867
67,81.99816042922133,18.00183957077867
68,86.36384487924269,13.636155120757303
69,86.05268716393653,13.947312836063475
70,85.82395383953556,14.176046160464434
71,85.40193843450866,14.598061565491335
72,85.30629085367774,14.69370914632226
73,85.30629085367774,14.69370914632226
74,84.57919489479096,15.420805105209038
75,84.08601846826762,15.913981531732373
76,84.15129702109226,15.84870297890774
77,84.16148546294073,15.838514537059268
78,84.16148546294073,15.838514537059268
79,87.83262713445505,12.167372865544944
